Country,State,District,City,Pincode,Urban_Rural
India,Andhra Pradesh,Nellore,Nellore Town 4,179761,Rural
India,Andhra Pradesh,Nellore,Nellore Town 5,144050,Urban
India,Andhra Pradesh,Nellore,Nellore Town 6,204563,Urban
India,Andhra Pradesh,Nellore,Nellore Town 7,173519,Urban
India,Andhra Pradesh,Nellore,Nellore Town 8,175331,Urban
India,Andhra Pradesh,Nellore,Nellore Town 9,193800,Rural
India,Andhra Pradesh,Nellore,Nellore Town 10,177132,Rural
India,Andhra Pradesh,Nellore,Nellore Town 11,176990,Urban
India,Andhra Pradesh,Nellore,Nellore Town 12,133693,Rural
India,Andhra Pradesh,Nellore,Nellore Town 13,140675,Rural
India,Andhra Pradesh,Nellore,Nellore Town 14,124179,Rural
India,Andhra Pradesh,Nellore,Nellore Town 15,170864,Urban
India,Andhra Pradesh,Nellore,Nellore Town 16,168435,Urban
India,Andhra Pradesh,Nellore,Nellore Town 17,174683,Rural
India,Andhra Pradesh,Nellore,Nellore Town 18,120013,Rural
India,Andhra Pradesh,Nellore,Nellore Town 19,190641,Urban
India,Andhra Pradesh,Nellore,Nellore Town 20,179153,Urban
India,Andhra Pradesh,Srikakulam,Srikakulam Town 1,154878,Rural
India,Andhra Pradesh,Srikakulam,Srikakulam Town 2,139313,Rural
India,Andhra Pradesh,Srikakulam,Srikakulam Town 3,180350,Urban
India,Andhra Pradesh,Srikakulam,Srikakulam Town 4,188961,Urban
India,Andhra Pradesh,Srikakulam,Srikakulam Town 5,123248,Rural
India,Andhra Pradesh,Srikakulam,Srikakulam Town 6,167863,Rural
India,Andhra Pradesh,Srikakulam,Srikakulam Town 7,187395,Rural
India,Andhra Pradesh,Srikakulam,Srikakulam Town 8,162175,Urban
India,Andhra Pradesh,Srikakulam,Srikakulam Town 9,156114,Urban
India,Andhra Pradesh,Srikakulam,Srikakulam Town 10,156896,Rural
India,Andhra Pradesh,Srikakulam,Srikakulam Town 11,160826,Urban
India,Andhra Pradesh,Srikakulam,Srikakulam Town 12,156586,Urban
India,Andhra Pradesh,Srikakulam,Srikakulam Town 13,134042,Urban
India,Andhra Pradesh,Srikakulam,Srikakulam Town 14,171527,Urban
India,Andhra Pradesh,Srikakulam,Srikakulam Town 15,185209,Urban
India,Andhra Pradesh,Srikakulam,Srikakulam Town 16,198565,Urban
India,Andhra Pradesh,Srikakulam,Srikakulam Town 17,194548,Rural
India,Andhra Pradesh,Srikakulam,Srikakulam Town 18,197239,Rural
India,Andhra Pradesh,Srikakulam,Srikakulam Town 19,191506,Urban
India,Andhra Pradesh,Srikakulam,Srikakulam Town 20,207146,Urban
India,Andhra Pradesh,Srikakulam,Srikakulam Town 21,148975,Urban
India,Andhra Pradesh,Srikakulam,Srikakulam Town 22,141532,Urban
India,Andhra Pradesh,Srikakulam,Srikakulam Town 23,146975,Urban
India,Andhra Pradesh,Srikakulam,Srikakulam Town 24,152667,Rural
India,Andhra Pradesh,Srikakulam,Srikakulam Town 25,152784,Rural
India,Andhra Pradesh,Srikakulam,Srikakulam Town 26,142816,Rural
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 1,137695,Rural
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 2,174883,Rural
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 3,121258,Urban
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 4,144299,Rural
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 5,164044,Rural
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 6,174829,Rural
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 7,166131,Urban
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 8,196669,Urban
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 9,134071,Rural
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 10,193630,Urban
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 11,159148,Urban
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 12,149871,Urban
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 13,129646,Urban
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 14,133931,Urban
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 15,174329,Urban
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 16,178269,Rural
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 17,134827,Rural
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 18,149147,Rural
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 19,173204,Urban
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 20,143785,Rural
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 21,190128,Rural
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 22,136385,Urban
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 23,129072,Rural
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 24,164635,Urban
India,Andhra Pradesh,Visakhapatnam,Visakhapatnam Town 25,146657,Rural
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 1,195073,Rural
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 2,199950,Rural
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 3,164806,Urban
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 4,197348,Urban
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 5,141369,Urban
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 6,154079,Rural
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 7,142052,Urban
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 8,145480,Urban
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 9,168268,Rural
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 10,172142,Rural
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 11,204106,Rural
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 12,172162,Urban
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 13,190088,Urban
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 14,192086,Rural
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 15,147693,Rural
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 16,126392,Urban
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 17,160583,Rural
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 18,208788,Rural
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 19,170443,Rural
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 20,181275,Urban
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 21,203516,Rural
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 22,150882,Urban
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 23,185989,Urban
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 24,148341,Rural
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 25,190813,Urban
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 26,157881,Rural
India,Andhra Pradesh,Vizianagaram,Vizianagaram Town 27,172703,Urban
India,Andhra Pradesh,West Godavari,West Godavari Town 1,181666,Urban
India,Andhra Pradesh,West Godavari,West Godavari Town 2,190583,Urban
India,Andhra Pradesh,West Godavari,West Godavari Town 3,203533,Urban
India,Andhra Pradesh,West Godavari,West Godavari Town 4,169127,Rural
India,Andhra Pradesh,West Godavari,West Godavari Town 5,184784,Rural
India,Andhra Pradesh,West Godavari,West Godavari Town 6,126893,Urban
India,Andhra Pradesh,West Godavari,West Godavari Town 7,197072,Rural
India,Andhra Pradesh,West Godavari,West Godavari Town 8,196502,Rural
India,Andhra Pradesh,West Godavari,West Godavari Town 9,185215,Rural
India,Andhra Pradesh,West Godavari,West Godavari Town 10,142919,Rural
India,Andhra Pradesh,West Godavari,West Godavari Town 11,205701,Rural
India,Andhra Pradesh,West Godavari,West Godavari Town 12,201250,Urban
India,Andhra Pradesh,West Godavari,West Godavari Town 13,154690,Rural
India,Andhra Pradesh,West Godavari,West Godavari Town 14,193396,Rural
India,Andhra Pradesh,West Godavari,West Godavari Town 15,175086,Rural
India,Andhra Pradesh,West Godavari,West Godavari Town 16,146914,Rural
India,Andhra Pradesh,West Godavari,West Godavari Town 17,161707,Rural
India,Andhra Pradesh,West Godavari,West Godavari Town 18,148323,Rural
India,Andhra Pradesh,West Godavari,West Godavari Town 19,143167,Urban
India,Andhra Pradesh,West Godavari,West Godavari Town 20,206480,Urban
India,Andhra Pradesh,West Godavari,West Godavari Town 21,186379,Urban
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 1,125628,Rural
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 2,139729,Rural
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 3,120690,Rural
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 4,156051,Urban
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 5,140429,Urban
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 6,138718,Urban
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 7,125340,Urban
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 8,153709,Rural
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 9,128937,Rural
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 10,131826,Rural
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 11,165353,Urban
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 12,137933,Urban
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 13,182705,Urban
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 14,128370,Rural
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 15,136798,Urban
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 16,181333,Rural
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 17,158781,Urban
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 18,200074,Urban
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 19,148978,Rural
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 20,131324,Rural
India,Andhra Pradesh,YSR Kadapa,YSR Kadapa Town 21,141919,Urban
India,Arunachal Pradesh,Tawang,Tawang Town 1,160256,Rural
India,Arunachal Pradesh,Tawang,Tawang Town 2,170953,Urban
India,Arunachal Pradesh,Tawang,Tawang Town 3,184599,Rural
India,Arunachal Pradesh,Tawang,Tawang Town 4,207951,Rural
India,Arunachal Pradesh,Tawang,Tawang Town 5,130678,Rural
India,Arunachal Pradesh,Tawang,Tawang Town 6,155839,Rural
India,Arunachal Pradesh,Tawang,Tawang Town 7,162061,Urban
India,Arunachal Pradesh,Tawang,Tawang Town 8,121736,Urban
India,Arunachal Pradesh,Tawang,Tawang Town 9,124353,Rural
India,Arunachal Pradesh,Tawang,Tawang Town 10,158234,Rural
India,Arunachal Pradesh,Tawang,Tawang Town 11,150259,Rural
India,Arunachal Pradesh,Tawang,Tawang Town 12,185164,Rural
India,Arunachal Pradesh,Tawang,Tawang Town 13,135879,Urban
India,Arunachal Pradesh,Tawang,Tawang Town 14,142531,Rural
India,Arunachal Pradesh,Tawang,Tawang Town 15,178949,Urban
India,Arunachal Pradesh,Tawang,Tawang Town 16,178909,Rural
India,Arunachal Pradesh,Tawang,Tawang Town 17,174774,Urban
India,Arunachal Pradesh,Tawang,Tawang Town 18,207624,Urban
India,Arunachal Pradesh,Tawang,Tawang Town 19,161404,Urban
India,Arunachal Pradesh,Tawang,Tawang Town 20,180693,Rural
India,Arunachal Pradesh,Tawang,Tawang Town 21,120745,Rural
India,Arunachal Pradesh,Tawang,Tawang Town 22,208477,Urban
India,Arunachal Pradesh,Tawang,Tawang Town 23,208076,Urban
India,Arunachal Pradesh,West Kameng,West Kameng Town 1,180219,Urban
India,Arunachal Pradesh,West Kameng,West Kameng Town 2,165513,Rural
India,Arunachal Pradesh,West Kameng,West Kameng Town 3,129316,Rural
India,Arunachal Pradesh,West Kameng,West Kameng Town 4,128026,Rural
India,Arunachal Pradesh,West Kameng,West Kameng Town 5,193700,Urban
India,Arunachal Pradesh,West Kameng,West Kameng Town 6,160089,Urban
India,Arunachal Pradesh,West Kameng,West Kameng Town 7,147643,Urban
India,Arunachal Pradesh,West Kameng,West Kameng Town 8,153012,Rural
India,Arunachal Pradesh,West Kameng,West Kameng Town 9,142913,Rural
India,Arunachal Pradesh,West Kameng,West Kameng Town 10,124893,Urban
India,Arunachal Pradesh,West Kameng,West Kameng Town 11,122275,Urban
India,Arunachal Pradesh,West Kameng,West Kameng Town 12,150404,Urban
India,Arunachal Pradesh,West Kameng,West Kameng Town 13,124810,Rural
India,Arunachal Pradesh,West Kameng,West Kameng Town 14,165737,Urban
India,Arunachal Pradesh,West Kameng,West Kameng Town 15,127459,Urban
India,Arunachal Pradesh,West Kameng,West Kameng Town 16,180940,Urban
India,Arunachal Pradesh,West Kameng,West Kameng Town 17,142263,Urban
India,Arunachal Pradesh,West Kameng,West Kameng Town 18,158568,Urban
India,Arunachal Pradesh,West Kameng,West Kameng Town 19,120468,Rural
India,Arunachal Pradesh,West Kameng,West Kameng Town 20,127820,Urban
India,Arunachal Pradesh,West Kameng,West Kameng Town 21,134813,Rural
India,Arunachal Pradesh,West Kameng,West Kameng Town 22,130705,Rural
India,Arunachal Pradesh,West Kameng,West Kameng Town 23,168841,Urban
India,Arunachal Pradesh,West Kameng,West Kameng Town 24,194265,Urban
India,Arunachal Pradesh,West Kameng,West Kameng Town 25,172555,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 1,176908,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 2,160618,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 3,131901,Urban
India,Arunachal Pradesh,East Kameng,East Kameng Town 4,193342,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 5,144433,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 6,136042,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 7,128415,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 8,170354,Urban
India,Arunachal Pradesh,East Kameng,East Kameng Town 9,127896,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 10,154122,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 11,181783,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 12,140007,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 13,168801,Urban
India,Arunachal Pradesh,East Kameng,East Kameng Town 14,127763,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 15,207095,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 16,178742,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 17,175609,Urban
India,Arunachal Pradesh,East Kameng,East Kameng Town 18,149730,Urban
India,Arunachal Pradesh,East Kameng,East Kameng Town 19,165586,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 20,207974,Urban
India,Arunachal Pradesh,East Kameng,East Kameng Town 21,209878,Urban
India,Arunachal Pradesh,East Kameng,East Kameng Town 22,184890,Urban
India,Arunachal Pradesh,East Kameng,East Kameng Town 23,136726,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 24,209618,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 25,198738,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 26,184748,Rural
India,Arunachal Pradesh,East Kameng,East Kameng Town 27,120415,Urban
India,Arunachal Pradesh,Papum Pare,Papum Pare Town 1,123155,Urban
India,Arunachal Pradesh,Papum Pare,Papum Pare Town 2,133712,Rural
India,Arunachal Pradesh,Papum Pare,Papum Pare Town 3,206708,Urban
India,Arunachal Pradesh,Papum Pare,Papum Pare Town 4,136080,Rural
India,Arunachal Pradesh,Papum Pare,Papum Pare Town 5,197324,Rural
India,Arunachal Pradesh,Papum Pare,Papum Pare Town 6,157976,Rural
India,Arunachal Pradesh,Papum Pare,Papum Pare Town 7,156135,Urban
India,Arunachal Pradesh,Papum Pare,Papum Pare Town 8,186976,Urban
India,Arunachal Pradesh,Papum Pare,Papum Pare Town 9,146835,Rural
India,Arunachal Pradesh,Papum Pare,Papum Pare Town 10,129892,Rural
India,Arunachal Pradesh,Papum Pare,Papum Pare Town 11,167659,Urban
India,Arunachal Pradesh,Papum Pare,Papum Pare Town 12,154695,Rural
India,Arunachal Pradesh,Papum Pare,Papum Pare Town 13,196042,Rural
India,Arunachal Pradesh,Papum Pare,Papum Pare Town 14,126099,Urban
India,Arunachal Pradesh,Papum Pare,Papum Pare Town 15,155955,Urban
India,Arunachal Pradesh,Papum Pare,Papum Pare Town 16,179371,Rural
India,Arunachal Pradesh,Papum Pare,Papum Pare Town 17,132118,Urban
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 1,173599,Rural
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 2,209626,Rural
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 3,145458,Rural
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 4,124291,Rural
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 5,164989,Urban
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 6,134975,Urban
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 7,176379,Urban
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 8,139617,Urban
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 9,179960,Rural
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 10,133513,Rural
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 11,132909,Rural
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 12,142648,Urban
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 13,199999,Urban
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 14,205995,Rural
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 15,196910,Rural
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 16,209076,Rural
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 17,178154,Urban
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 18,192754,Urban
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 19,150754,Rural
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 20,181338,Rural
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 21,181698,Rural
India,Arunachal Pradesh,Kurung Kumey,Kurung Kumey Town 22,190182,Urban
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 1,205373,Urban
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 2,121390,Urban
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 3,128363,Urban
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 4,122273,Urban
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 5,160762,Urban
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 6,181951,Urban
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 7,157372,Rural
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 8,139826,Urban
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 9,148244,Urban
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 10,135859,Rural
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 11,157161,Urban
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 12,177415,Urban
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 13,132178,Rural
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 14,146592,Urban
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 15,156673,Rural
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 16,142015,Urban
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 17,207803,Urban
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 18,138331,Urban
India,Arunachal Pradesh,Kra Daadi,Kra Daadi Town 19,151635,Urban
India,Arunachal Pradesh,Lower Subansiri,Lower Subansiri Town 1,159093,Urban
India,Arunachal Pradesh,Lower Subansiri,Lower Subansiri Town 2,127889,Urban
India,Arunachal Pradesh,Lower Subansiri,Lower Subansiri Town 3,179097,Rural
India,Arunachal Pradesh,Lower Subansiri,Lower Subansiri Town 4,175005,Rural
India,Arunachal Pradesh,Lower Subansiri,Lower Subansiri Town 5,201439,Rural
India,Arunachal Pradesh,Lower Subansiri,Lower Subansiri Town 6,151878,Rural
India,Arunachal Pradesh,Lower Subansiri,Lower Subansiri Town 7,178586,Urban
India,Arunachal Pradesh,Lower Subansiri,Lower Subansiri Town 8,148506,Urban
India,Arunachal Pradesh,Lower Subansiri,Lower Subansiri Town 9,160990,Rural
India,Arunachal Pradesh,Lower Subansiri,Lower Subansiri Town 10,185328,Urban
India,Arunachal Pradesh,Lower Subansiri,Lower Subansiri Town 11,169117,Rural
India,Arunachal Pradesh,Lower Subansiri,Lower Subansiri Town 12,129212,Rural
India,Arunachal Pradesh,Lower Subansiri,Lower Subansiri Town 13,141974,Urban
India,Arunachal Pradesh,Lower Subansiri,Lower Subansiri Town 14,150293,Rural
India,Arunachal Pradesh,Lower Subansiri,Lower Subansiri Town 15,188609,Urban
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 1,185384,Rural
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 2,166594,Urban
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 3,175883,Urban
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 4,135985,Urban
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 5,201166,Rural
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 6,187936,Rural
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 7,160257,Urban
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 8,192251,Rural
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 9,151769,Urban
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 10,166733,Urban
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 11,198112,Urban
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 12,198921,Urban
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 13,209451,Rural
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 14,169877,Urban
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 15,144856,Urban
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 16,203400,Urban
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 17,203385,Urban
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 18,141795,Urban
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 19,160313,Rural
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 20,181399,Urban
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 21,208677,Urban
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 22,194237,Rural
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 23,137387,Rural
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 24,127677,Urban
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 25,121735,Rural
India,Arunachal Pradesh,Upper Subansiri,Upper Subansiri Town 26,146445,Urban
India,Arunachal Pradesh,West Siang,West Siang Town 1,200289,Rural
India,Arunachal Pradesh,West Siang,West Siang Town 2,177864,Rural
India,Arunachal Pradesh,West Siang,West Siang Town 3,128912,Urban
India,Arunachal Pradesh,West Siang,West Siang Town 4,121670,Rural
India,Arunachal Pradesh,West Siang,West Siang Town 5,168260,Rural
India,Arunachal Pradesh,West Siang,West Siang Town 6,149964,Urban
India,Arunachal Pradesh,West Siang,West Siang Town 7,143942,Urban
India,Arunachal Pradesh,West Siang,West Siang Town 8,137874,Urban
India,Arunachal Pradesh,West Siang,West Siang Town 9,167832,Rural
India,Arunachal Pradesh,West Siang,West Siang Town 10,207992,Rural
India,Arunachal Pradesh,West Siang,West Siang Town 11,173524,Urban
India,Arunachal Pradesh,West Siang,West Siang Town 12,150966,Urban
India,Arunachal Pradesh,West Siang,West Siang Town 13,173399,Rural
India,Arunachal Pradesh,West Siang,West Siang Town 14,153009,Urban
India,Arunachal Pradesh,West Siang,West Siang Town 15,155343,Rural
India,Arunachal Pradesh,West Siang,West Siang Town 16,138711,Rural
India,Arunachal Pradesh,West Siang,West Siang Town 17,189449,Urban
India,Arunachal Pradesh,West Siang,West Siang Town 18,176612,Urban
India,Arunachal Pradesh,West Siang,West Siang Town 19,136325,Urban
India,Arunachal Pradesh,West Siang,West Siang Town 20,161745,Urban
India,Arunachal Pradesh,West Siang,West Siang Town 21,182614,Rural
India,Arunachal Pradesh,West Siang,West Siang Town 22,189442,Urban
India,Arunachal Pradesh,West Siang,West Siang Town 23,188823,Urban
India,Arunachal Pradesh,West Siang,West Siang Town 24,175111,Rural
India,Arunachal Pradesh,West Siang,West Siang Town 25,164906,Rural
India,Arunachal Pradesh,East Siang,East Siang Town 1,157983,Urban
India,Arunachal Pradesh,East Siang,East Siang Town 2,120793,Rural
India,Arunachal Pradesh,East Siang,East Siang Town 3,133360,Urban
India,Arunachal Pradesh,East Siang,East Siang Town 4,188821,Rural
India,Arunachal Pradesh,East Siang,East Siang Town 5,139016,Rural
India,Arunachal Pradesh,East Siang,East Siang Town 6,137841,Rural
India,Arunachal Pradesh,East Siang,East Siang Town 7,199431,Rural
India,Arunachal Pradesh,East Siang,East Siang Town 8,138142,Rural
India,Arunachal Pradesh,East Siang,East Siang Town 9,188690,Urban
India,Arunachal Pradesh,East Siang,East Siang Town 10,166640,Urban
India,Arunachal Pradesh,East Siang,East Siang Town 11,176189,Rural
India,Arunachal Pradesh,East Siang,East Siang Town 12,146094,Rural
India,Arunachal Pradesh,East Siang,East Siang Town 13,191045,Urban
India,Arunachal Pradesh,East Siang,East Siang Town 14,193185,Rural
India,Arunachal Pradesh,East Siang,East Siang Town 15,121281,Rural
India,Arunachal Pradesh,East Siang,East Siang Town 16,148334,Urban
India,Arunachal Pradesh,East Siang,East Siang Town 17,163208,Rural
India,Arunachal Pradesh,Siang,Siang Town 1,164213,Urban
India,Arunachal Pradesh,Siang,Siang Town 2,176407,Rural
India,Arunachal Pradesh,Siang,Siang Town 3,138319,Urban
India,Arunachal Pradesh,Siang,Siang Town 4,174479,Rural
India,Arunachal Pradesh,Siang,Siang Town 5,195941,Urban
India,Arunachal Pradesh,Siang,Siang Town 6,147287,Rural
India,Arunachal Pradesh,Siang,Siang Town 7,162399,Rural
India,Arunachal Pradesh,Siang,Siang Town 8,158057,Rural
India,Arunachal Pradesh,Siang,Siang Town 9,135442,Rural
India,Arunachal Pradesh,Siang,Siang Town 10,208453,Urban
India,Arunachal Pradesh,Siang,Siang Town 11,159310,Rural
India,Arunachal Pradesh,Siang,Siang Town 12,120192,Rural
India,Arunachal Pradesh,Siang,Siang Town 13,204858,Rural
India,Arunachal Pradesh,Siang,Siang Town 14,121011,Urban
India,Arunachal Pradesh,Siang,Siang Town 15,178734,Urban
India,Arunachal Pradesh,Siang,Siang Town 16,165552,Rural
India,Arunachal Pradesh,Siang,Siang Town 17,178206,Rural
India,Arunachal Pradesh,Siang,Siang Town 18,169917,Urban
India,Arunachal Pradesh,Siang,Siang Town 19,206556,Rural
India,Arunachal Pradesh,Siang,Siang Town 20,199073,Urban
