Country,State,District,City,Area,Pincode,Property_Type,Avg_Price_Per_SqFt_INR,Urban_Rural
India,West Bengal,Paschim Medinipur,Asansol,Ruby Avenue,111619,Duplex,8823,Urban
India,West Bengal,Paschim Medinipur,Asansol,Sunrise Colony,112815,Apartment,10140,Urban
India,West Bengal,Paschim Medinipur,Asansol,Keshav Nagar,118146,Plot,4556,Urban
India,West Bengal,Paschim Medinipur,Asansol,Sadak,110817,Apartment,11253,Urban
India,West Bengal,Paschim Medinipur,Shantipur,Purana Qila,118240,Duplex,9010,Urban
India,West Bengal,Paschim Medinipur,Shantipur,Shankar Nagar,115994,Duplex,1947,Rural
India,West Bengal,Paschim Medinipur,Shantipur,Lake View,113162,Apartment,11189,Urban
India,West Bengal,Paschim Medinipur,Shantipur,Nehru Nagar,119181,Plot,8783,Urban
India,West Bengal,Paschim Medinipur,Shantipur,Beach Road,118960,Duplex,2020,Rural
India,West Bengal,Paschim Medinipur,Habra,Cooperative Colony,114633,Plot,2912,Rural
India,West Bengal,Paschim Medinipur,Habra,Decade Avenue,110067,Plot,3154,Rural
India,West Bengal,Paschim Medinipur,Habra,Srinivasa Layout,118019,Duplex,10536,Urban
India,West Bengal,Paschim Medinipur,Habra,Vikas Nagar,118103,Villa,11117,Urban
India,West Bengal,Paschim Medinipur,Habra,Azad Nagar,116798,Independent House,5543,Urban
India,West Bengal,Paschim Medinipur,Habra,Silver Oak,114830,Independent House,10171,Urban
India,West Bengal,Paschim Medinipur,Habra,Subhash Nagar,114874,Plot,2241,Rural
India,West Bengal,Paschim Medinipur,Habra,Sunflower Park,112894,Apartment,8535,Urban
India,West Bengal,Purba Bardhaman,Bolpur,Collectorate,114814,Villa,2789,Rural
India,West Bengal,Purba Bardhaman,Bolpur,Tagore Town,116745,Duplex,8270,Urban
India,West Bengal,Purba Bardhaman,Bolpur,Raghav Layout,115506,Duplex,6023,Urban
India,West Bengal,Purba Bardhaman,Bolpur,Shastri Nagar,117398,Duplex,6703,Urban
India,West Bengal,Purba Bardhaman,Shantipur,Kasba,117328,Apartment,2281,Rural
India,West Bengal,Purba Bardhaman,Shantipur,Cantonment,118816,Villa,3923,Rural
India,West Bengal,Purba Bardhaman,Jalpaiguri,Church Street,116061,Plot,1812,Rural
India,West Bengal,Purba Bardhaman,Jalpaiguri,Prem Nagar,111048,Villa,8983,Urban
India,West Bengal,Purba Bardhaman,Jalpaiguri,Friends Colony,112608,Apartment,3081,Rural
India,West Bengal,Purba Bardhaman,Jalpaiguri,Engineers Colony,119688,Villa,2924,Rural
India,West Bengal,Purba Bardhaman,Jalpaiguri,Banyan Tree Area,115182,Independent House,8114,Urban
India,West Bengal,Purba Bardhaman,Jalpaiguri,Victoria Park,113537,Duplex,8335,Urban
India,West Bengal,Purba Bardhaman,Jalpaiguri,Lodhi Colony,113048,Duplex,3459,Rural
India,West Bengal,Purba Bardhaman,Malda,Shiva Nagar,110937,Plot,6625,Urban
India,West Bengal,Purba Bardhaman,Malda,Om Nagar,112121,Independent House,8668,Urban
India,West Bengal,Purba Bardhaman,Baharampur,King's Circle,116489,Independent House,6632,Urban
India,West Bengal,Purba Bardhaman,Baharampur,Chanakya Puri,119776,Villa,9683,Urban
India,West Bengal,Purba Bardhaman,Medinipur,Housing Board Colony,118520,Villa,4014,Urban
India,West Bengal,Purba Bardhaman,Medinipur,Bhakti Nagar,110292,Duplex,10773,Urban
India,West Bengal,Purba Bardhaman,Medinipur,Mangal Nagar,112355,Apartment,7740,Urban
India,West Bengal,Purba Bardhaman,Medinipur,Sainik Colony,119477,Plot,11817,Urban
India,West Bengal,Purba Bardhaman,Medinipur,Cosmopolitan Road,115632,Plot,3992,Rural
India,West Bengal,Purba Bardhaman,Medinipur,Kali Mandir Road,112336,Plot,4057,Urban
India,West Bengal,Purba Bardhaman,Medinipur,Uday Park,112155,Apartment,7600,Urban
India,West Bengal,Purba Bardhaman,Siliguri,Kattra,116880,Apartment,11722,Urban
India,West Bengal,Purba Bardhaman,Siliguri,Venkatesh Nagar,112933,Independent House,3757,Rural
India,West Bengal,Purba Bardhaman,Siliguri,Bagh,110636,Duplex,2154,Rural
India,West Bengal,Purba Bardhaman,Siliguri,Emerald Park,116888,Duplex,6208,Urban
India,West Bengal,Purba Bardhaman,Siliguri,Bharat Nagar,113725,Villa,5874,Urban
India,West Bengal,Purba Bardhaman,Basirhat,Dakshin Vihar,111729,Independent House,9255,Urban
India,West Bengal,Purba Bardhaman,Basirhat,Shahr Area,112732,Plot,8982,Urban
India,West Bengal,Purba Bardhaman,Basirhat,Marigold Colony,117172,Duplex,4871,Urban
India,West Bengal,Purba Bardhaman,Jangipur,Old City,116907,Villa,3752,Rural
India,West Bengal,Purba Bardhaman,Jangipur,Taj Nagar,118583,Duplex,11320,Urban
India,West Bengal,Purba Bardhaman,Jangipur,Das Nagar,116895,Duplex,10543,Urban
India,West Bengal,Purba Bardhaman,Jangipur,IT Park,110248,Independent House,2608,Rural
India,West Bengal,Purba Bardhaman,Jangipur,Durga Nagar,113161,Plot,9683,Urban
India,West Bengal,Purba Bardhaman,Chakdaha,Shakti Nagar,112577,Villa,2536,Rural
India,West Bengal,Purba Bardhaman,Chakdaha,Hilltop,117382,Plot,7409,Urban
India,West Bengal,Purba Bardhaman,Chakdaha,Pearl Colony,114035,Villa,5336,Urban
India,West Bengal,Purba Bardhaman,Chakdaha,Marine Drive,114488,Villa,7642,Urban
India,West Bengal,Purba Bardhaman,Haldia,Wholesale Market,113855,Plot,11809,Urban
India,West Bengal,Purba Bardhaman,Haldia,Orchid Road,111905,Apartment,5308,Urban
India,West Bengal,Purba Bardhaman,Haldia,Queen's Road,116036,Duplex,4483,Urban
India,West Bengal,Purba Bardhaman,Purulia,Balaji Layout,112838,Duplex,2417,Rural
India,West Bengal,Purba Bardhaman,Purulia,Mosque Road,116383,Apartment,4945,Urban
India,West Bengal,Purba Bardhaman,Purulia,Hauz Khas,115781,Duplex,6820,Urban
India,West Bengal,Purba Bardhaman,Purulia,Udyan,116295,Plot,5444,Urban
India,West Bengal,Purba Bardhaman,Purulia,Surya Nagar,110680,Apartment,4085,Urban
India,West Bengal,Purba Bardhaman,Purulia,Sunset Avenue,114173,Villa,3924,Rural
India,West Bengal,Purba Bardhaman,Purulia,Nau Area,117990,Villa,2756,Rural
India,West Bengal,Purba Bardhaman,Purulia,Kumhar Pura,113583,Independent House,3652,Rural
India,West Bengal,Purba Bardhaman,Cooch Behar,Mandi Road,119699,Duplex,3089,Rural
India,West Bengal,Purba Bardhaman,Cooch Behar,Kothi Road,115667,Apartment,10675,Urban
India,West Bengal,Purba Bardhaman,Cooch Behar,School Street,116606,Villa,9245,Urban
India,West Bengal,Purba Bardhaman,Cooch Behar,Century Road,117367,Duplex,6073,Urban
India,West Bengal,Purba Bardhaman,Cooch Behar,Arjun Nagar,116787,Plot,2546,Rural
India,West Bengal,Purba Bardhaman,Cooch Behar,Sports Complex,110030,Independent House,10605,Urban
India,West Bengal,Purba Bardhaman,Cooch Behar,RK Puram,118334,Apartment,6005,Urban
India,West Bengal,Purba Medinipur,Habra,Lower Town,119010,Plot,9549,Urban
India,West Bengal,Purba Medinipur,Habra,Taxi Stand,114990,Duplex,7304,Urban
India,West Bengal,Purba Medinipur,Habra,Hanuman Nagar,111534,Duplex,2710,Rural
India,West Bengal,Purba Medinipur,Habra,East Avenue,118724,Apartment,9790,Urban
India,West Bengal,Purba Medinipur,Habra,Civil Lines,115755,Apartment,11356,Urban
India,West Bengal,Purba Medinipur,Habra,East Park,117667,Independent House,9603,Urban
India,West Bengal,Purba Medinipur,Habra,East Extension,114743,Apartment,2066,Rural
India,West Bengal,Purba Medinipur,Habra,West Avenue,110774,Independent House,6740,Urban
India,West Bengal,Purba Medinipur,Asansol,Cantonment,111726,Duplex,2865,Rural
India,West Bengal,Purba Medinipur,Asansol,West Park,111689,Independent House,2489,Rural
India,West Bengal,Purba Medinipur,Asansol,West Extension,114249,Duplex,11298,Urban
India,West Bengal,Purba Medinipur,Asansol,North Avenue,110092,Plot,11187,Urban
India,West Bengal,Purba Medinipur,Asansol,Old City,115234,Villa,9583,Urban
India,West Bengal,Purba Medinipur,Asansol,North Park,110225,Plot,8272,Urban
India,West Bengal,Purba Medinipur,Asansol,North Extension,119585,Independent House,6895,Urban
India,West Bengal,Purba Medinipur,Bankura,South Avenue,110224,Plot,8036,Urban
India,West Bengal,Purba Medinipur,Bankura,New Town,113837,Independent House,5062,Urban
India,West Bengal,Purba Medinipur,Bankura,South Park,112008,Plot,1671,Rural
India,West Bengal,Purba Medinipur,Bankura,South Extension,113412,Apartment,5677,Urban
India,West Bengal,Purba Medinipur,Bankura,Central Avenue,112697,Villa,5518,Urban
India,West Bengal,Purba Medinipur,Bankura,City Centre,118997,Villa,4236,Urban
India,West Bengal,Purba Medinipur,Bankura,Central Park,114090,Duplex,5155,Urban
India,West Bengal,Purba Medinipur,Bankura,Central Extension,117006,Plot,2255,Rural
India,West Bengal,Purba Medinipur,Krishnanagar,Civil Lines,113457,Villa,7528,Urban
India,West Bengal,Purba Medinipur,Krishnanagar,Cantonment,112882,Plot,3270,Rural
India,West Bengal,Purba Medinipur,Krishnanagar,Old Town,118363,Apartment,3403,Rural
India,West Bengal,Purba Medinipur,Bardhaman,New Town,113046,Plot,4163,Urban
India,West Bengal,Purba Medinipur,Bardhaman,City Centre,114376,Duplex,7359,Urban
India,West Bengal,Purba Medinipur,Bardhaman,Model Town,110735,Apartment,4181,Urban
India,West Bengal,Purba Medinipur,Balurghat,Railway Colony,118849,Independent House,9525,Urban
India,West Bengal,Purba Medinipur,Balurghat,Collectorate Area,119428,Villa,8811,Urban
India,West Bengal,Purba Medinipur,Balurghat,Court Area,117159,Plot,2408,Rural
India,West Bengal,Purba Medinipur,Balurghat,Secretariat,119424,Apartment,10644,Urban
India,West Bengal,Purba Medinipur,Siliguri,Gandhi Nagar,114987,Independent House,4554,Urban
India,West Bengal,Purba Medinipur,Siliguri,Nehru Nagar,111817,Plot,1969,Rural
India,West Bengal,Purba Medinipur,Dhulian,Ambedkar Nagar,114757,Independent House,4487,Urban
India,West Bengal,Purba Medinipur,Dhulian,Rajaji Nagar,111074,Plot,1559,Rural
India,West Bengal,Purba Medinipur,Dhulian,Anna Nagar,113355,Independent House,3638,Rural
India,West Bengal,Purba Medinipur,Dhulian,Subhash Nagar,118788,Plot,7285,Urban
India,West Bengal,Purba Medinipur,Dhulian,Netaji Nagar,119815,Independent House,6763,Urban
India,West Bengal,Purba Medinipur,Dhulian,Indira Nagar,113789,Apartment,3564,Rural
India,West Bengal,Purba Medinipur,Chakdaha,Rajiv Nagar,112557,Duplex,2571,Rural
India,West Bengal,Purba Medinipur,Chakdaha,Sardar Puram,115029,Apartment,6558,Urban
India,West Bengal,Purba Medinipur,Chakdaha,Lal Bahadur Colony,117211,Independent House,8088,Urban
India,West Bengal,Purba Medinipur,Chakdaha,Jawaharlal Layout,113090,Apartment,10760,Urban
India,West Bengal,Purulia,Cooch Behar,Tilak Nagar,111205,Independent House,5870,Urban
India,West Bengal,Purulia,Cooch Behar,Vivekananda Colony,115588,Independent House,11800,Urban
India,West Bengal,Purulia,Cooch Behar,Tagore Town,116942,Villa,9887,Urban
India,West Bengal,Purulia,Cooch Behar,Patel Nagar,115201,Independent House,9192,Urban
India,West Bengal,Purulia,Kharagpur,Shastri Nagar,114450,Apartment,3283,Rural
India,West Bengal,Purulia,Kharagpur,Azad Nagar,115554,Apartment,11629,Urban
India,West Bengal,Purulia,Kharagpur,Bose Road,116992,Apartment,10589,Urban
India,West Bengal,Purulia,Kharagpur,Ram Nagar,113335,Apartment,2719,Rural
India,West Bengal,Purulia,Kharagpur,Krishna Colony,116974,Duplex,5209,Urban
India,West Bengal,Purulia,Kharagpur,Shiva Nagar,110506,Apartment,4550,Urban
India,West Bengal,Purulia,Kharagpur,Vishnu Layout,117434,Villa,3986,Rural
India,West Bengal,Purulia,Kolkata,Lakshmi Nagar,116077,Duplex,10934,Urban
India,West Bengal,Purulia,Kolkata,Saraswati Puram,111528,Villa,5485,Urban
India,West Bengal,Purulia,Kolkata,Durga Colony,117441,Plot,1982,Rural
India,West Bengal,Purulia,Kolkata,Hanuman Street,114495,Independent House,4072,Urban
India,West Bengal,Purulia,Kolkata,Ganesh Nagar,112849,Duplex,11155,Urban
India,West Bengal,Purulia,Kolkata,Kali Bari,116769,Plot,8631,Urban
India,West Bengal,Purulia,Purulia,Temple Road,112526,Plot,4157,Urban
India,West Bengal,Purulia,Purulia,Church Street,116506,Independent House,5214,Urban
India,West Bengal,Purulia,Purulia,Mosque Road,116899,Duplex,4371,Urban
India,West Bengal,Purulia,Jalpaiguri,Gurudwara Area,115676,Apartment,5942,Urban
India,West Bengal,Purulia,Jalpaiguri,MG Road,119443,Independent House,11248,Urban
India,West Bengal,Purulia,Jalpaiguri,Main Road,115683,Plot,9269,Urban
India,West Bengal,Purulia,Jalpaiguri,Station Road,114362,Duplex,3393,Rural
India,West Bengal,Purulia,Jalpaiguri,Bypass Road,113183,Apartment,2062,Rural
India,West Bengal,Purulia,Jalpaiguri,Ring Road,114766,Villa,9472,Urban
India,West Bengal,Purulia,Jalpaiguri,Market Area,116865,Plot,11681,Urban
India,West Bengal,Purulia,Dankuni,Commercial Street,116998,Apartment,1616,Rural
India,West Bengal,Purulia,Dankuni,Shopping Complex,116207,Apartment,7548,Urban
India,West Bengal,Purulia,Dankuni,Trade Centre,111643,Independent House,3532,Rural
India,West Bengal,Purulia,Dankuni,Sadar Bazar,117730,Duplex,7942,Urban
India,West Bengal,Purulia,Dhulian,Bara Bazar,117498,Independent House,4484,Urban
India,West Bengal,Purulia,Dhulian,Kirana Market,113072,Independent House,6093,Urban
India,West Bengal,Purulia,Dhulian,Mandi Area,115700,Villa,2309,Rural
India,West Bengal,Purulia,Dhulian,Bus Stand,115711,Villa,5003,Urban
India,West Bengal,Purulia,Dhulian,East Extension,119112,Duplex,10161,Urban
India,West Bengal,Purulia,Dhulian,West Extension,112675,Apartment,2674,Rural
India,West Bengal,Purulia,Dhulian,North Colony,110921,Apartment,6526,Urban
India,West Bengal,Purulia,Jangipur,South Area,112208,Duplex,2572,Rural
India,West Bengal,Purulia,Jangipur,Central Zone,114151,Plot,5683,Urban
India,West Bengal,Purulia,Jangipur,Inner Circle,117517,Duplex,11070,Urban
India,West Bengal,Purulia,Basirhat,Outer Ring,117908,Independent House,8139,Urban
India,West Bengal,Purulia,Basirhat,Upper Road,112829,Apartment,9002,Urban
India,West Bengal,Purulia,Basirhat,Lower Market,111761,Plot,11390,Urban
India,West Bengal,Purulia,Basirhat,Park Road,114103,Apartment,9777,Urban
India,West Bengal,Purulia,Basirhat,Garden Colony,112729,Independent House,7572,Urban
India,West Bengal,Purulia,Basirhat,Lake View,110083,Apartment,6868,Urban
India,West Bengal,Purulia,Basirhat,Hill View,114223,Villa,5294,Urban
India,West Bengal,Purulia,Bangaon,River Side,114684,Villa,7985,Urban
India,West Bengal,Purulia,Bangaon,Fort Area,117758,Independent House,2374,Rural
India,West Bengal,Purulia,Bangaon,Palace Road,117693,Apartment,1830,Rural
India,West Bengal,Purulia,Bangaon,Stadium Road,116213,Plot,11610,Urban
India,West Bengal,Purulia,Bangaon,Hospital Road,111376,Duplex,3838,Rural
India,West Bengal,Purulia,Medinipur,University Road,111373,Duplex,1888,Rural
India,West Bengal,Purulia,Medinipur,Airport Road,118038,Plot,8734,Urban
India,West Bengal,Purulia,Medinipur,IT Park,114745,Villa,2756,Rural
India,West Bengal,Purulia,Medinipur,Industrial Area,111101,Apartment,4164,Urban
India,West Bengal,Purulia,Medinipur,Tech Zone,112595,Independent House,7921,Urban
India,West Bengal,Purulia,Medinipur,Business District,114496,Duplex,6361,Urban
India,West Bengal,Purulia,Medinipur,Green Park,115035,Villa,10480,Urban
India,West Bengal,Purulia,Medinipur,Flora Valley,118317,Villa,2814,Rural
India,West Bengal,Purulia,Raiganj,Sunrise Colony,118521,Plot,3737,Rural
India,West Bengal,Purulia,Raiganj,Sunset Avenue,110677,Apartment,3069,Rural
India,West Bengal,Purulia,Raiganj,Valley View,111519,Independent House,1687,Rural
India,West Bengal,South 24 Parganas,Shantipur,Highland,112773,Independent House,5509,Urban
India,West Bengal,South 24 Parganas,Shantipur,Meadows,115298,Duplex,8637,Urban
India,West Bengal,South 24 Parganas,Basirhat,Paradise Colony,110682,Apartment,6265,Urban
India,West Bengal,South 24 Parganas,Basirhat,Silver Oak,114768,Independent House,11028,Urban
India,West Bengal,South 24 Parganas,Basirhat,Golden Avenue,113722,Apartment,9135,Urban
India,West Bengal,South 24 Parganas,Basirhat,Ashok Nagar,111183,Plot,3056,Rural
India,West Bengal,South 24 Parganas,Basirhat,Anand Vihar,116703,Villa,8298,Urban
India,West Bengal,South 24 Parganas,Basirhat,Amar Colony,116335,Plot,6786,Urban
India,West Bengal,South 24 Parganas,Cooch Behar,Arjun Nagar,110990,Independent House,3465,Rural
India,West Bengal,South 24 Parganas,Cooch Behar,Balaji Layout,113094,Plot,1611,Rural
India,West Bengal,South 24 Parganas,Alipurduar,Bharat Nagar,115308,Duplex,10583,Urban
India,West Bengal,South 24 Parganas,Alipurduar,Chanakya Puri,119612,Plot,3136,Rural
India,West Bengal,South 24 Parganas,Alipurduar,Dayal Colony,119807,Villa,1569,Rural
India,West Bengal,South 24 Parganas,Balurghat,Gautam Nagar,111289,Independent House,11737,Urban
India,West Bengal,South 24 Parganas,Balurghat,Hari Nagar,113849,Apartment,9042,Urban
India,West Bengal,South 24 Parganas,Balurghat,Jain Colony,113156,Plot,11177,Urban
India,West Bengal,South 24 Parganas,Balurghat,Kiran Vihar,110139,Plot,3826,Rural
India,West Bengal,South 24 Parganas,Balurghat,Laxman Nagar,117937,Duplex,7583,Urban
India,West Bengal,South 24 Parganas,Balurghat,Moti Nagar,116174,Plot,8178,Urban
India,West Bengal,South 24 Parganas,Durgapur,Nirman Vihar,114305,Villa,3315,Rural
India,West Bengal,South 24 Parganas,Durgapur,Om Nagar,115811,Duplex,7042,Urban
India,West Bengal,South 24 Parganas,Durgapur,Paschim Vihar,111861,Duplex,11169,Urban
India,West Bengal,South 24 Parganas,Durgapur,Purva Colony,112803,Plot,6587,Urban
India,West Bengal,Uttar Dinajpur,Jalpaiguri,Raghav Layout,111415,Villa,5443,Urban
India,West Bengal,Uttar Dinajpur,Jalpaiguri,Satya Nagar,114928,Independent House,2765,Rural
India,West Bengal,Uttar Dinajpur,Baharampur,Uday Park,116360,Independent House,1790,Rural
India,West Bengal,Uttar Dinajpur,Baharampur,Vijay Nagar,114512,Independent House,7981,Urban
India,West Bengal,Uttar Dinajpur,Baharampur,Yogi Colony,110638,Apartment,3026,Rural
India,West Bengal,Uttar Dinajpur,Baharampur,Prakash Nagar,115509,Villa,1794,Rural
India,West Bengal,Uttar Dinajpur,Bankura,Shanti Nagar,119656,Apartment,6194,Urban
India,West Bengal,Uttar Dinajpur,Bankura,Keshav Nagar,111360,Duplex,3156,Rural
India,West Bengal,Uttar Dinajpur,Bankura,Mahavir Nagar,113737,Plot,2923,Rural
India,West Bengal,Uttar Dinajpur,Bankura,Radha Krishna Colony,113689,Apartment,8449,Urban
India,West Bengal,Uttar Dinajpur,Bankura,Shankar Nagar,118281,Villa,7006,Urban
India,West Bengal,Uttar Dinajpur,Darjeeling,Srinivasa Layout,117335,Villa,2763,Rural
India,West Bengal,Uttar Dinajpur,Darjeeling,Vasant Vihar,115300,Villa,2768,Rural
India,West Bengal,Uttar Dinajpur,Darjeeling,Chandra Layout,118906,Apartment,10991,Urban
India,West Bengal,Uttar Dinajpur,Darjeeling,Surya Nagar,118849,Apartment,3256,Rural
India,West Bengal,Uttar Dinajpur,Bardhaman,Prabhat Colony,117290,Duplex,3661,Rural
India,West Bengal,Uttar Dinajpur,Bardhaman,Usha Nagar,115923,Villa,5180,Urban
India,West Bengal,Uttar Dinajpur,Bardhaman,Ravi Shankar Nagar,115099,Independent House,2066,Rural
India,West Bengal,Uttar Dinajpur,Bardhaman,Sai Nagar,111390,Duplex,11795,Urban
India,Andaman and Nicobar Islands,Nicobar,Diglipur,Journalists Colony,117077,Independent House,6801,Urban
India,Andaman and Nicobar Islands,Nicobar,Diglipur,Defence Colony,114685,Plot,1619,Rural
India,Andaman and Nicobar Islands,Nicobar,Diglipur,Char Bagh,117306,Apartment,4858,Urban
India,Andaman and Nicobar Islands,Nicobar,Diglipur,Bara Bazar,119290,Independent House,4580,Urban
India,Andaman and Nicobar Islands,Nicobar,Diglipur,South Extension,118567,Plot,5816,Urban
India,Andaman and Nicobar Islands,Nicobar,Car Nicobar,Secretariat Road,115209,Plot,1608,Rural
India,Andaman and Nicobar Islands,Nicobar,Car Nicobar,Saat Rasta,118744,Plot,2071,Rural
India,Andaman and Nicobar Islands,Nicobar,Car Nicobar,Paltan Bazaar,113679,Duplex,5566,Urban
India,Andaman and Nicobar Islands,Nicobar,Car Nicobar,Crystal Garden,112005,Duplex,1533,Rural
India,Andaman and Nicobar Islands,Nicobar,Car Nicobar,Usha Nagar,118092,Plot,5008,Urban
India,Andaman and Nicobar Islands,Nicobar,Car Nicobar,Highland Park,111269,Plot,6765,Urban
India,Andaman and Nicobar Islands,Nicobar,Car Nicobar,Sai Nagar,119798,Independent House,1785,Rural
India,Andaman and Nicobar Islands,Nicobar,Car Nicobar,Monastery Road,114145,Plot,7674,Urban
India,Andaman and Nicobar Islands,Nicobar,Campbell Bay,Purab Colony,113736,Villa,2304,Urban
India,Andaman and Nicobar Islands,Nicobar,Campbell Bay,Cinema Road,111179,Apartment,4945,Urban
India,Andaman and Nicobar Islands,Nicobar,Campbell Bay,Masjid Area,117664,Apartment,3983,Urban
India,Andaman and Nicobar Islands,Nicobar,Campbell Bay,Recreation Ground,112086,Apartment,3401,Urban
India,Andaman and Nicobar Islands,Nicobar,Campbell Bay,Central Zone,114596,Independent House,6163,Urban
India,Andaman and Nicobar Islands,Nicobar,Campbell Bay,Shiksha Nagar,112050,Plot,7742,Urban
India,Andaman and Nicobar Islands,Nicobar,Campbell Bay,Civil Lines,117675,Plot,1898,Rural
India,Andaman and Nicobar Islands,Nicobar,Port Blair,Creek Area,117295,Duplex,1118,Rural
India,Andaman and Nicobar Islands,Nicobar,Port Blair,Chandra Layout,114754,Villa,3475,Urban
India,Andaman and Nicobar Islands,Nicobar,Port Blair,Kamala Nagar,114263,Apartment,4717,Urban
India,Andaman and Nicobar Islands,Nicobar,Port Blair,Char Imli,114284,Duplex,912,Rural
India,Andaman and Nicobar Islands,Nicobar,Port Blair,Prince Road,110632,Duplex,7514,Urban
India,Andaman and Nicobar Islands,Nicobar,Port Blair,Ram Nagar,110499,Plot,2678,Urban
India,Andaman and Nicobar Islands,Nicobar,Rangat,Vrindavan Colony,115070,Duplex,6325,Urban
India,Andaman and Nicobar Islands,Nicobar,Rangat,Export Zone,113415,Villa,6206,Urban
India,Andaman and Nicobar Islands,Nicobar,Rangat,Lal Bahadur Nagar,115143,Apartment,6279,Urban
India,Andaman and Nicobar Islands,Nicobar,Rangat,Awas Vihar,111545,Duplex,7153,Urban
India,Andaman and Nicobar Islands,Nicobar,Rangat,University Road,110050,Apartment,1839,Rural
India,Andaman and Nicobar Islands,Nicobar,Nancowry,Karmchari Nagar,113526,Villa,2349,Urban
India,Andaman and Nicobar Islands,Nicobar,Nancowry,Railway Colony,113979,Duplex,1250,Rural
India,Andaman and Nicobar Islands,Nicobar,Nancowry,Talab Area,118388,Apartment,6149,Urban
India,Andaman and Nicobar Islands,Nicobar,Nancowry,West Extension,111015,Duplex,7559,Urban
India,Andaman and Nicobar Islands,Nicobar,Nancowry,Kirana Market,119310,Independent House,2496,Rural
India,Andaman and Nicobar Islands,Nicobar,Nancowry,Fort Area,111529,Apartment,3448,Urban
India,Andaman and Nicobar Islands,Nicobar,Nancowry,Harbor Road,112534,Apartment,2653,Urban
India,Andaman and Nicobar Islands,Nicobar,Mayabunder,Chowrasta,119481,Apartment,3459,Urban
India,Andaman and Nicobar Islands,Nicobar,Mayabunder,Safdarjung Enclave,112923,Independent House,5322,Urban
India,Andaman and Nicobar Islands,Nicobar,Mayabunder,College Road,119602,Independent House,1675,Rural
India,Andaman and Nicobar Islands,North and Middle Andaman,Car Nicobar,River Side,118844,Plot,3997,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Car Nicobar,Hospital Road,110379,Independent House,5809,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Car Nicobar,Shopping Complex,119406,Duplex,5536,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Diglipur,Play Ground Area,112387,Apartment,2917,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Diglipur,Qutub Area,110760,Villa,1582,Rural
India,Andaman and Nicobar Islands,North and Middle Andaman,Mayabunder,North Colony,116970,Apartment,2197,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Mayabunder,Ganesh Puram,112556,Duplex,1821,Rural
India,Andaman and Nicobar Islands,North and Middle Andaman,Mayabunder,Ratna Vihar,117932,Independent House,1192,Rural
India,Andaman and Nicobar Islands,North and Middle Andaman,Mayabunder,Prakash Nagar,113906,Independent House,5357,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Mayabunder,Jor Bagh,117076,Plot,1676,Rural
India,Andaman and Nicobar Islands,North and Middle Andaman,Port Blair,Fancy Bazaar,113597,Independent House,2407,Rural
India,Andaman and Nicobar Islands,North and Middle Andaman,Port Blair,Flora Valley,119788,Duplex,4718,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Port Blair,Station Road,118571,Apartment,1546,Rural
India,Andaman and Nicobar Islands,North and Middle Andaman,Port Blair,Market Area,115846,Villa,6120,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Port Blair,Moti Nagar,119633,Independent House,2500,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Port Blair,Amar Colony,113525,Villa,6829,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Port Blair,Kasai Mohalla,113272,Villa,1381,Rural
India,Andaman and Nicobar Islands,North and Middle Andaman,Campbell Bay,Millennium Park,118270,Apartment,4472,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Campbell Bay,Backbay,116935,Apartment,2799,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Campbell Bay,Palace Road,117232,Apartment,2161,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Campbell Bay,Mandir Marg,116101,Apartment,3278,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Campbell Bay,Ambedkar Nagar,111288,Duplex,2796,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Campbell Bay,Hari Nagar,110943,Apartment,6898,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Campbell Bay,Main Road,116309,Apartment,1980,Rural
India,Andaman and Nicobar Islands,North and Middle Andaman,Rangat,Anand Vihar,114757,Independent House,3505,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Rangat,Gyan Vihar,115403,Apartment,7426,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Rangat,Bhagat Singh Nagar,113576,Plot,2048,Rural
India,Andaman and Nicobar Islands,North and Middle Andaman,Rangat,Outer Ring,110918,Plot,1758,Rural
India,Andaman and Nicobar Islands,North and Middle Andaman,Nancowry,Red Fort Area,112971,Independent House,2404,Rural
India,Andaman and Nicobar Islands,North and Middle Andaman,Nancowry,CGHS Colony,117786,Independent House,1408,Rural
India,Andaman and Nicobar Islands,North and Middle Andaman,Nancowry,Kirti Nagar,117999,Apartment,2825,Urban
India,Andaman and Nicobar Islands,North and Middle Andaman,Nancowry,Patel Nagar,119332,Duplex,4503,Urban
