City,Area,PropertyType,Size,Bedrooms,Bathrooms,YearBuilt,Age,AmenitiesCount,Price
Chennai,Adyar,Studio,640,1,1,2023,1,1,4297748
Pune,Kothrud,Independent House,2516,3,3,2013,11,5,20552388
Hyderabad,Hitech City,Apartment,1670,3,3,2016,8,1,10871504
Hyderabad,Madhapur,Penthouse,2625,3,3,2015,9,0,19933464
Pune,Magarpatta,Builder Floor,1555,2,2,2020,4,0,14937843
Mumbai,Powai,Studio,509,1,1,2020,4,7,15627325
Mumbai,Lower Parel,Studio,710,1,1,2017,7,5,19220825
Pune,Kothrud,Studio,460,1,1,2019,5,0,3721939
Mumbai,Juhu,Apartment,2432,3,3,2012,12,6,80211052
Pune,Viman Nagar,Builder Floor,1343,3,2,2022,2,6,11556758
Pune,Kothrud,Penthouse,2622,2,2,2016,8,4,21945075
Delhi,Saket,Villa,3271,3,3,2013,11,0,45041159
Chennai,Adyar,Penthouse,1296,2,2,2012,12,8,8940608
Mumbai,Goregaon,Apartment,2196,3,2,2018,6,3,87566483
Mumbai,Powai,Studio,524,1,1,2021,3,8,18784430
Delhi,Vasant Kunj,Studio,713,1,1,2014,10,0,7134796
Chennai,T. Nagar,Apartment,1714,2,2,2020,4,2,12943699
Delhi,Saket,Apartment,966,2,2,2019,5,6,11380363
Pune,Viman Nagar,Penthouse,2776,2,2,2015,9,8,21752597
Hyderabad,Kondapur,Studio,595,1,1,2015,9,2,4068904
Delhi,Greater Kailash,Villa,4062,2,2,2016,8,7,78969760
Hyderabad,Banjara Hills,Penthouse,2279,2,1,2018,6,1,17910509
Delhi,Vasant Kunj,Penthouse,2423,3,3,2018,6,5,31531089
Bangalore,HSR Layout,Builder Floor,2174,2,2,2023,1,1,20312829
Hyderabad,Madhapur,Studio,675,1,1,2020,4,6,5111004
Pune,Kothrud,Apartment,1043,2,1,2017,7,5,9247450
Chennai,Porur,Apartment,2099,3,2,2018,6,6,22379167
Hyderabad,Hitech City,Penthouse,1990,2,1,2016,8,5,13231227
Chennai,Koyambedu,Villa,2119,2,2,2022,2,1,25608647
Hyderabad,Kondapur,Builder Floor,2471,3,3,2019,5,3,19875255
Delhi,Vasant Kunj,Builder Floor,1607,3,2,2010,14,2,15935997
Mumbai,Worli,Apartment,2299,1,1,2023,1,5,89693815
Pune,Wakad,Independent House,1126,3,2,2015,9,2,8495054
Bangalore,Marathahalli,Studio,525,1,1,2015,9,6,3874471
Hyderabad,Kondapur,Apartment,2133,2,2,2019,5,2,15945291
Pune,Magarpatta,Apartment,1942,3,3,2010,14,5,16361305
Pune,Viman Nagar,Studio,411,1,1,2010,14,1,2950499
Chennai,T. Nagar,Apartment,2229,2,1,2018,6,5,16482363
Mumbai,Lower Parel,Villa,4232,4,3,2013,11,0,184096564
Bangalore,Marathahalli,Villa,4746,1,1,2023,1,8,58227890
Delhi,Vasant Kunj,Builder Floor,2325,3,2,2022,2,6,29775895
Chennai,Koyambedu,Villa,3414,3,3,2010,14,7,39425410
Chennai,Porur,Villa,4225,2,2,2017,7,1,62959614
Pune,Viman Nagar,Builder Floor,1109,3,2,2019,5,8,9404477
Pune,Baner,Penthouse,2538,3,2,2018,6,3,18663858
Hyderabad,Kondapur,Penthouse,1274,3,2,2016,8,7,9316373
Delhi,Vasant Kunj,Independent House,2953,2,1,2016,8,8,34671948
Chennai,T. Nagar,Apartment,2263,3,3,2011,13,5,17951005
Mumbai,Lower Parel,Apartment,1601,2,1,2015,9,5,50727803
Hyderabad,Banjara Hills,Studio,579,1,1,2020,4,7,4096701
Chennai,Anna Nagar,Builder Floor,1140,3,2,2012,12,6,7687606
Delhi,Greater Kailash,Penthouse,2444,1,1,2018,6,3,30747658
Delhi,Saket,Studio,465,1,1,2012,12,1,4131233
Delhi,Saket,Independent House,2951,2,1,2016,8,4,32032103
Delhi,Dwarka,Builder Floor,2615,1,1,2010,14,8,23197722
Pune,Kothrud,Studio,684,1,1,2020,4,7,5753383
Pune,Magarpatta,Builder Floor,1851,4,4,2016,8,0,14813210
Hyderabad,Kondapur,Builder Floor,1756,3,3,2018,6,3,12315589
Delhi,Vasant Kunj,Villa,2209,5,4,2017,7,1,36759806
Chennai,T. Nagar,Builder Floor,2937,2,1,2011,13,1,22375279
Delhi,Lajpat Nagar,Apartment,1717,2,1,2013,11,8,21502620
Mumbai,Powai,Apartment,2070,3,2,2020,4,6,72117526
Chennai,Medavakkam,Villa,4692,3,3,2021,3,2,57191610
Pune,Wakad,Independent House,2797,3,2,2015,9,6,20855528
Bangalore,Whitefield,Builder Floor,2278,4,4,2011,13,4,18666371
Mumbai,Goregaon,Studio,789,1,1,2022,2,6,29218446
Bangalore,Electronic City,Independent House,2901,4,3,2016,8,4,24325927
Delhi,Saket,Independent House,2490,4,4,2023,1,8,28769107
Chennai,OMR,Independent House,1038,3,2,2015,9,7,8939407
Pune,Magarpatta,Villa,2997,2,1,2020,4,3,36828631
Chennai,Velachery,Villa,3900,3,3,2017,7,2,49791003
Mumbai,Goregaon,Apartment,1411,3,2,2014,10,3,53747561
Hyderabad,Banjara Hills,Studio,773,1,1,2012,12,4,5158738
Delhi,Vasant Kunj,Villa,4590,4,3,2011,13,3,67900647
Mumbai,Juhu,Apartment,2001,2,2,2015,9,6,76897673
Hyderabad,Madhapur,Villa,2638,5,5,2020,4,1,29469880
Hyderabad,Gachibowli,Villa,3174,4,4,2020,4,4,29278866
Delhi,Rohini,Builder Floor,2107,4,3,2017,7,6,20988251
Delhi,Vasant Kunj,Penthouse,2311,2,1,2010,14,7,25886217
Chennai,OMR,Penthouse,2903,5,5,2015,9,0,27527201
Bangalore,HSR Layout,Penthouse,1368,2,2,2019,5,4,13478770
Chennai,Koyambedu,Penthouse,1401,2,2,2014,10,2,12496246
Mumbai,Powai,Independent House,1686,2,2,2017,7,2,62421437
Hyderabad,Banjara Hills,Penthouse,1861,1,1,2022,2,1,13127686
Mumbai,Juhu,Penthouse,1081,3,2,2015,9,7,38148183
Chennai,T. Nagar,Builder Floor,2584,1,1,2010,14,1,20630646
Pune,Hinjewadi,Penthouse,2158,1,1,2012,12,8,15546908
Delhi,Lajpat Nagar,Independent House,1489,2,1,2017,7,4,19789351
Hyderabad,Jubilee Hills,Builder Floor,1109,4,4,2022,2,1,9735257
Delhi,Vasant Kunj,Studio,738,1,1,2016,8,0,8213830
Pune,Kothrud,Apartment,2476,1,1,2020,4,6,19660933
Mumbai,Worli,Villa,3833,2,2,2014,10,4,181302958
Chennai,T. Nagar,Studio,510,1,1,2013,11,7,4018835
Chennai,Koyambedu,Studio,602,1,1,2021,3,7,5593406
Chennai,Anna Nagar,Penthouse,2426,3,3,2023,1,6,18821962
Delhi,Greater Kailash,Builder Floor,1382,4,3,2010,14,0,16790575
Chennai,Porur,Independent House,2888,3,3,2023,1,7,27827883
Delhi,Greater Kailash,Builder Floor,2661,3,2,2023,1,6,33450963
Pune,Wakad,Penthouse,1002,2,2,2015,9,1,7040507
Delhi,Saket,Independent House,2536,5,5,2021,3,5,31692986
Pune,Magarpatta,Independent House,1977,2,1,2021,3,6,18696590
Pune,Baner,Apartment,2420,2,2,2013,11,5,17529449
Chennai,Koyambedu,Independent House,1277,4,4,2015,9,4,9968025
Bangalore,Yelahanka,Independent House,2391,2,1,2010,14,3,24169729
Delhi,Saket,Builder Floor,2198,3,3,2016,8,2,23236104
Mumbai,Worli,Builder Floor,1130,3,2,2020,4,5,36519034
Pune,Kothrud,Builder Floor,1195,2,2,2020,4,8,10175330
Delhi,Vasant Kunj,Builder Floor,2603,4,4,2012,12,6,31169261
Chennai,Adyar,Villa,3281,3,3,2016,8,7,35053984
Chennai,Koyambedu,Apartment,862,3,2,2010,14,4,7527767
Mumbai,Worli,Penthouse,1325,1,1,2010,14,3,43225017
Bangalore,Electronic City,Apartment,2084,3,3,2015,9,4,16386153
Delhi,Greater Kailash,Builder Floor,2393,1,1,2021,3,3,35226958
Delhi,Lajpat Nagar,Penthouse,1957,3,3,2013,11,1,21970047
Delhi,Dwarka,Apartment,2215,3,2,2018,6,1,23912439
Pune,Hinjewadi,Independent House,2173,3,3,2017,7,8,14190619
Delhi,Saket,Studio,670,1,1,2015,9,0,7108064
Pune,Magarpatta,Builder Floor,2542,5,5,2021,3,7,24881081
Pune,Wakad,Independent House,2000,2,2,2014,10,0,13151488
Bangalore,Koramangala,Apartment,1784,4,4,2018,6,2,17031296
Bangalore,Indiranagar,Apartment,1650,3,3,2020,4,2,17895908
Bangalore,Whitefield,Apartment,2456,3,2,2020,4,1,18082018
Delhi,Greater Kailash,Apartment,2126,3,3,2021,3,2,28675338
Hyderabad,Banjara Hills,Studio,749,1,1,2022,2,0,4945155
Mumbai,Goregaon,Independent House,1397,3,2,2019,5,6,50122791
Hyderabad,Gachibowli,Apartment,1062,2,2,2019,5,2,6547180
Bangalore,Yelahanka,Villa,2927,3,2,2019,5,3,47094508
Mumbai,Worli,Apartment,2178,3,2,2011,13,7,73565286
Pune,Magarpatta,Builder Floor,2682,4,4,2010,14,3,21685640
Mumbai,Lower Parel,Builder Floor,2162,2,2,2018,6,0,64923459
Bangalore,HSR Layout,Penthouse,2683,4,3,2019,5,1,26380791
Bangalore,Indiranagar,Independent House,1776,2,2,2022,2,8,20742111
Mumbai,Andheri West,Studio,572,1,1,2022,2,6,18578131
Pune,Hinjewadi,Penthouse,2349,2,2,2011,13,0,16292504
Hyderabad,Hitech City,Builder Floor,1188,1,1,2010,14,2,8118204
Pune,Magarpatta,Builder Floor,2745,3,3,2010,14,1,22174355
Delhi,Rohini,Villa,4732,3,2,2013,11,1,73006681
Delhi,Lajpat Nagar,Villa,3929,2,2,2020,4,1,70371021
Delhi,Lajpat Nagar,Villa,2011,3,3,2018,6,1,33122698
Hyderabad,Kondapur,Penthouse,1567,2,2,2022,2,5,11409917
Delhi,Saket,Builder Floor,2657,2,2,2022,2,8,32001073
Delhi,Rohini,Independent House,1194,2,2,2014,10,3,13427826
Mumbai,Powai,Independent House,1910,2,1,2017,7,3,69668294
Bangalore,Electronic City,Builder Floor,2157,3,2,2021,3,5,17463062
Bangalore,Marathahalli,Studio,586,1,1,2020,4,5,5051556
Bangalore,Yelahanka,Apartment,2216,2,2,2013,11,3,21848763
Pune,Kothrud,Penthouse,1506,3,2,2022,2,8,13775027
Chennai,Anna Nagar,Builder Floor,1834,1,1,2012,12,8,12522893
Chennai,T. Nagar,Studio,786,1,1,2022,2,4,6440936
Delhi,Vasant Kunj,Penthouse,2920,2,2,2011,13,8,33684852
Chennai,T. Nagar,Penthouse,2899,1,1,2011,13,0,20249438
Hyderabad,Gachibowli,Builder Floor,1930,2,1,2017,7,1,11564211
Bangalore,Indiranagar,Independent House,2056,4,3,2012,12,6,18984116
Hyderabad,Kondapur,Villa,3848,3,2,2017,7,2,42042239
Hyderabad,Hitech City,Villa,3739,2,1,2020,4,1,40679869
Pune,Magarpatta,Studio,777,1,1,2021,3,2,6699620
Chennai,Porur,Builder Floor,1645,2,1,2020,4,1,16220273
Chennai,T. Nagar,Studio,778,1,1,2020,4,1,6084192
Pune,Magarpatta,Independent House,1942,2,2,2013,11,5,17688827
Bangalore,Koramangala,Builder Floor,1113,4,3,2012,12,3,9676779
Hyderabad,Madhapur,Villa,4742,5,4,2020,4,6,52612243
Delhi,Greater Kailash,Studio,452,1,1,2012,12,0,5356013
Delhi,Greater Kailash,Studio,725,1,1,2016,8,2,8979657
Pune,Wakad,Studio,590,1,1,2012,12,2,3937064
Delhi,Lajpat Nagar,Builder Floor,1124,1,1,2021,3,8,13455171
Delhi,Dwarka,Studio,663,1,1,2013,11,7,5791979
Delhi,Saket,Builder Floor,2503,2,2,2017,7,0,27113386
Hyderabad,Hitech City,Studio,724,1,1,2018,6,8,5131211
Hyderabad,Gachibowli,Penthouse,2030,4,3,2016,8,8,13757106
Bangalore,HSR Layout,Builder Floor,1977,5,4,2015,9,7,19452026
Delhi,Rohini,Studio,611,1,1,2019,5,1,5636989
Bangalore,Indiranagar,Apartment,848,2,1,2015,9,0,8142445
Delhi,Rohini,Apartment,1475,2,2,2019,5,8,16470835
Chennai,Anna Nagar,Studio,708,1,1,2011,13,6,4770177
Pune,Kothrud,Penthouse,1883,3,2,2017,7,2,13721659
Mumbai,Worli,Penthouse,2313,4,4,2021,3,5,74881394
Bangalore,HSR Layout,Builder Floor,2052,3,2,2020,4,1,17668116
Chennai,Porur,Studio,555,1,1,2017,7,2,4753366
Pune,Hinjewadi,Independent House,1787,2,2,2023,1,1,13079859
Chennai,OMR,Builder Floor,1444,3,2,2012,12,7,12128725
Bangalore,Electronic City,Builder Floor,1384,1,1,2021,3,8,13436086
Delhi,Rohini,Studio,618,1,1,2014,10,7,6108788
Hyderabad,Banjara Hills,Independent House,1240,5,4,2016,8,5,9185288
Hyderabad,Madhapur,Studio,639,1,1,2018,6,7,4992346
Delhi,Saket,Penthouse,2608,2,1,2018,6,4,26996248
Bangalore,HSR Layout,Independent House,2075,2,2,2013,11,5,19143139
Pune,Viman Nagar,Penthouse,1982,2,1,2021,3,6,17462445
Mumbai,Lower Parel,Builder Floor,2307,2,2,2019,5,6,75367366
Chennai,OMR,Builder Floor,1090,1,1,2012,12,7,10485474
Bangalore,Whitefield,Villa,2744,4,3,2016,8,6,30810199
Mumbai,Powai,Penthouse,2155,5,4,2022,2,0,78406183
Pune,Viman Nagar,Penthouse,2107,2,2,2020,4,6,18184597
Mumbai,Lower Parel,Independent House,2452,3,3,2010,14,2,75658468
Mumbai,Worli,Penthouse,1693,2,2,2017,7,7,57463495
Pune,Wakad,Apartment,1385,2,1,2013,11,2,9906485
Hyderabad,Madhapur,Villa,4397,3,2,2021,3,6,47471136
Chennai,T. Nagar,Apartment,2426,3,3,2010,14,0,16553228
Hyderabad,Banjara Hills,Apartment,1684,4,3,2011,13,3,10546928
Hyderabad,Banjara Hills,Independent House,1139,3,3,2016,8,6,7861383
Chennai,Koyambedu,Apartment,1818,2,2,2014,10,4,15398559
Delhi,Saket,Studio,618,1,1,2011,13,2,5657448
Delhi,Lajpat Nagar,Penthouse,2354,3,2,2019,5,0,29848009
Hyderabad,Gachibowli,Builder Floor,1360,4,4,2012,12,4,8002138
Mumbai,Juhu,Independent House,1472,4,3,2013,11,5,48197320
Bangalore,HSR Layout,Studio,749,1,1,2021,3,1,6832697
Chennai,T. Nagar,Independent House,2633,3,3,2010,14,2,17975471
Bangalore,HSR Layout,Apartment,1033,5,5,2015,9,2,8932493
Mumbai,Bandra,Penthouse,1758,1,1,2011,13,5,50481577
Chennai,Anna Nagar,Villa,2205,1,1,2019,5,7,25815062
Mumbai,Lower Parel,Studio,753,1,1,2013,11,2,20063399
Delhi,Greater Kailash,Villa,2005,2,2,2014,10,4,37718866
Bangalore,HSR Layout,Builder Floor,2766,3,2,2020,4,4,24196881
Delhi,Dwarka,Independent House,1934,2,1,2021,3,4,22372007
Pune,Viman Nagar,Penthouse,2266,1,1,2023,1,0,20257060
Chennai,OMR,Penthouse,2195,3,3,2014,10,5,18295951
Chennai,Medavakkam,Penthouse,2306,4,3,2021,3,1,22387876
Chennai,Adyar,Villa,2482,3,2,2012,12,6,23656038
Pune,Kothrud,Independent House,2970,3,2,2021,3,3,25589802
Pune,Magarpatta,Studio,749,1,1,2020,4,4,5783730
Pune,Hinjewadi,Villa,4140,2,2,2023,1,3,42884515
Mumbai,Goregaon,Penthouse,1371,4,4,2020,4,3,55154544
Bangalore,Yelahanka,Penthouse,2986,2,1,2011,13,1,28744517
Mumbai,Goregaon,Studio,640,1,1,2016,8,7,18761604
Delhi,Dwarka,Penthouse,1815,2,1,2013,11,0,17322593
Delhi,Saket,Villa,4298,1,1,2023,1,2,77515751
Hyderabad,Madhapur,Independent House,1625,3,3,2018,6,8,12714240
Chennai,Anna Nagar,Builder Floor,2884,2,2,2016,8,0,21612961
Hyderabad,Madhapur,Penthouse,1836,3,3,2018,6,8,16209086
Mumbai,Andheri West,Independent House,2270,3,2,2010,14,0,64083472
Chennai,T. Nagar,Penthouse,2512,2,2,2010,14,8,18869969
Delhi,Lajpat Nagar,Apartment,2190,2,2,2010,14,5,24383564
Hyderabad,Banjara Hills,Builder Floor,2527,3,2,2011,13,4,18756066
Bangalore,HSR Layout,Builder Floor,2098,4,3,2010,14,7,16640533
Bangalore,Electronic City,Penthouse,2206,2,1,2019,5,4,20358690
Hyderabad,Gachibowli,Studio,560,1,1,2010,14,3,3191008
Chennai,Porur,Builder Floor,2070,3,3,2021,3,7,23526034
Chennai,OMR,Studio,662,1,1,2012,12,1,4909278
Delhi,Lajpat Nagar,Studio,650,1,1,2016,8,0,6496255
Delhi,Saket,Studio,660,1,1,2016,8,3,6987856
Chennai,Adyar,Penthouse,2348,3,3,2019,5,6,16400868
Chennai,Medavakkam,Independent House,1423,2,2,2017,7,5,13813693
Pune,Baner,Studio,656,1,1,2012,12,3,4427231
Mumbai,Powai,Penthouse,1635,3,2,2017,7,1,54133866
Hyderabad,Madhapur,Studio,630,1,1,2019,5,5,4651326
Delhi,Lajpat Nagar,Penthouse,2933,4,4,2022,2,2,36929203
Pune,Viman Nagar,Villa,3010,3,3,2021,3,8,33465504
Delhi,Dwarka,Studio,679,1,1,2019,5,7,6891121
Bangalore,Yelahanka,Apartment,1760,5,5,2011,13,2,18225142
Bangalore,Marathahalli,Studio,705,1,1,2013,11,5,5535710
Hyderabad,Gachibowli,Builder Floor,2334,2,1,2018,6,7,14201349
Bangalore,Electronic City,Villa,2882,3,3,2014,10,3,34477094
Pune,Hinjewadi,Independent House,1476,3,3,2012,12,1,10521843
Pune,Hinjewadi,Independent House,1706,3,3,2023,1,1,11913252
Chennai,Koyambedu,Villa,3100,4,3,2022,2,2,43556716
Mumbai,Powai,Studio,426,1,1,2017,7,6,13595562
Delhi,Rohini,Villa,4300,3,3,2011,13,8,61997013
Chennai,Koyambedu,Penthouse,2260,4,4,2018,6,0,18803272
Mumbai,Powai,Studio,506,1,1,2014,10,1,14565122
Mumbai,Worli,Independent House,2042,1,1,2013,11,1,61254255
Bangalore,Electronic City,Villa,3756,3,3,2020,4,8,48655894
Delhi,Rohini,Builder Floor,1742,1,1,2010,14,1,18300173
Delhi,Dwarka,Studio,431,1,1,2021,3,6,4620518
Bangalore,Whitefield,Penthouse,1036,2,1,2020,4,1,8576001
Bangalore,Whitefield,Studio,726,1,1,2016,8,1,5074774
Chennai,Velachery,Penthouse,1233,3,3,2011,13,5,10286683
Mumbai,Andheri West,Villa,3534,3,2,2019,5,1,173881588
Chennai,Porur,Builder Floor,1503,4,4,2010,14,8,12663051
Chennai,Medavakkam,Studio,707,1,1,2014,10,1,5949325
Chennai,Anna Nagar,Penthouse,1643,3,3,2016,8,7,11839241
Chennai,Adyar,Apartment,2205,2,1,2011,13,7,14217296
Hyderabad,Kondapur,Builder Floor,1894,2,1,2012,12,8,13677316
Pune,Hinjewadi,Penthouse,2190,2,1,2017,7,4,15198002
Delhi,Dwarka,Villa,3272,1,1,2011,13,3,43552100
Pune,Viman Nagar,Studio,650,1,1,2012,12,7,4515646
Delhi,Lajpat Nagar,Builder Floor,2396,2,1,2014,10,5,28791121
Bangalore,Marathahalli,Villa,2652,3,3,2013,11,1,29531968
Pune,Kothrud,Independent House,2263,4,4,2012,12,1,18254786
Chennai,Velachery,Builder Floor,2701,3,3,2017,7,2,23092778
Hyderabad,Kondapur,Apartment,1586,3,3,2017,7,4,12254715
Mumbai,Lower Parel,Penthouse,1714,4,3,2011,13,8,50937519
Delhi,Rohini,Studio,528,1,1,2018,6,4,5497464
Bangalore,Marathahalli,Penthouse,2748,2,2,2014,10,6,25657781
Chennai,Medavakkam,Studio,700,1,1,2015,9,4,5741406
Pune,Hinjewadi,Villa,2064,3,2,2018,6,5,21471453
Pune,Hinjewadi,Independent House,1333,3,3,2012,12,4,8780401
Chennai,Porur,Villa,4751,1,1,2010,14,5,58501241
Delhi,Greater Kailash,Builder Floor,1869,2,1,2011,13,4,22026885
Pune,Hinjewadi,Villa,4617,3,3,2018,6,5,45027111
Hyderabad,Banjara Hills,Independent House,2443,1,1,2021,3,0,16575570
Hyderabad,Hitech City,Studio,518,1,1,2020,4,4,3321565
Hyderabad,Madhapur,Studio,690,1,1,2015,9,1,4688755
Bangalore,Koramangala,Villa,4742,2,1,2010,14,7,62237653
Hyderabad,Hitech City,Builder Floor,1972,3,2,2021,3,8,14625395
Delhi,Saket,Villa,3619,3,3,2011,13,4,54341629
Delhi,Lajpat Nagar,Studio,505,1,1,2020,4,4,5527811
Mumbai,Lower Parel,Builder Floor,1392,4,4,2023,1,8,49489636
Bangalore,Koramangala,Apartment,1890,4,3,2016,8,5,16964692
Chennai,Medavakkam,Apartment,1645,4,4,2012,12,3,15237369
Delhi,Dwarka,Penthouse,1737,4,3,2017,7,7,18708904
Bangalore,HSR Layout,Villa,2817,2,2,2021,3,1,36802343
Delhi,Lajpat Nagar,Studio,625,1,1,2010,14,4,6457245
Chennai,Anna Nagar,Independent House,1856,2,1,2011,13,6,12829648
Mumbai,Goregaon,Villa,4558,4,3,2012,12,5,198382792
Bangalore,Whitefield,Builder Floor,1608,4,4,2013,11,2,11601600
Pune,Kothrud,Independent House,1044,1,1,2023,1,5,10029470
Pune,Viman Nagar,Apartment,1171,3,2,2022,2,6,10957510
Pune,Kothrud,Builder Floor,2234,4,3,2019,5,5,19157107
Hyderabad,Kondapur,Builder Floor,1820,3,3,2013,11,0,11880328
Delhi,Rohini,Penthouse,2897,1,1,2019,5,5,31461959
Mumbai,Andheri West,Apartment,1692,1,1,2014,10,5,49927253
Chennai,Anna Nagar,Independent House,2849,3,2,2015,9,3,21582344
Hyderabad,Kondapur,Villa,3317,4,3,2015,9,8,31735136
Pune,Viman Nagar,Penthouse,1293,3,3,2015,9,3,10801644
Chennai,T. Nagar,Independent House,2739,2,2,2015,9,3,20368720
Chennai,OMR,Apartment,889,4,4,2022,2,1,8384542
Chennai,Velachery,Apartment,2449,2,1,2013,11,8,19629256
Chennai,Koyambedu,Studio,655,1,1,2014,10,5,5237873
Delhi,Dwarka,Penthouse,1591,3,2,2017,7,1,17752085
Delhi,Saket,Apartment,2110,4,4,2020,4,0,23683670
Pune,Magarpatta,Penthouse,2412,1,1,2021,3,7,22398926
Mumbai,Worli,Penthouse,2491,4,3,2017,7,1,82805932
Mumbai,Worli,Studio,464,1,1,2013,11,7,14712228
Pune,Wakad,Studio,720,1,1,2011,13,5,4386536
Bangalore,Marathahalli,Independent House,2166,4,4,2023,1,6,20169877
Chennai,Koyambedu,Independent House,1871,2,1,2018,6,1,17281393
Delhi,Dwarka,Penthouse,1585,3,3,2018,6,7,16110848
Mumbai,Juhu,Builder Floor,2868,3,3,2010,14,6,105120407
Chennai,Porur,Apartment,1409,3,3,2016,8,7,14517081
Delhi,Saket,Apartment,1112,3,3,2020,4,7,12686762
Mumbai,Bandra,Builder Floor,1515,4,3,2016,8,2,45936773
Bangalore,HSR Layout,Builder Floor,1982,2,2,2018,6,6,17156394
Bangalore,HSR Layout,Apartment,858,2,2,2014,10,0,7290644
Pune,Viman Nagar,Studio,750,1,1,2015,9,1,5686651
Chennai,Anna Nagar,Apartment,1515,4,4,2021,3,3,11295190
Hyderabad,Jubilee Hills,Penthouse,2358,3,2,2018,6,0,18329059
Bangalore,Marathahalli,Independent House,2063,3,2,2012,12,3,16072216
Hyderabad,Banjara Hills,Villa,4879,3,2,2010,14,4,41002193
Pune,Magarpatta,Apartment,1473,3,3,2021,3,0,14264918
Chennai,Anna Nagar,Apartment,2234,2,2,2019,5,0,18490191
Chennai,Adyar,Villa,2831,2,2,2023,1,1,30181231
Mumbai,Worli,Apartment,1607,2,2,2012,12,8,54140783
Bangalore,Whitefield,Villa,2851,2,2,2010,14,5,26602367
Mumbai,Andheri West,Builder Floor,2416,1,1,2013,11,1,75687917
Mumbai,Powai,Villa,3083,2,1,2023,1,5,163603371
Mumbai,Goregaon,Studio,470,1,1,2010,14,7,15074734
Chennai,Adyar,Studio,409,1,1,2012,12,7,2844202
Hyderabad,Gachibowli,Studio,735,1,1,2023,1,4,4955100
Bangalore,Indiranagar,Independent House,1766,2,2,2019,5,5,16776313
Chennai,Porur,Apartment,1450,2,2,2012,12,6,14995522
Hyderabad,Madhapur,Apartment,1741,3,2,2010,14,4,13426040
Pune,Viman Nagar,Independent House,1620,5,4,2021,3,0,15490592
Delhi,Saket,Independent House,1342,1,1,2013,11,5,16075184
Mumbai,Juhu,Apartment,1659,4,4,2012,12,8,57987201
Delhi,Lajpat Nagar,Builder Floor,1116,2,1,2021,3,8,15657859
Mumbai,Worli,Apartment,896,2,1,2015,9,5,29950591
Hyderabad,Hitech City,Villa,4415,4,3,2019,5,6,45679950
Delhi,Saket,Villa,3820,3,3,2018,6,8,55715386
Bangalore,Electronic City,Apartment,1134,3,3,2012,12,4,8360813
Delhi,Saket,Builder Floor,1759,3,3,2011,13,6,18603220
Bangalore,Whitefield,Studio,421,1,1,2023,1,2,3075808
Mumbai,Goregaon,Apartment,926,2,1,2020,4,3,35543201
Delhi,Vasant Kunj,Builder Floor,2982,2,2,2022,2,2,39382713
Chennai,Medavakkam,Studio,454,1,1,2017,7,0,3949958
Pune,Kothrud,Apartment,1636,3,3,2022,2,5,15315589
Delhi,Saket,Villa,2685,3,2,2017,7,7,45051268
Mumbai,Goregaon,Penthouse,2736,4,4,2022,2,1,108323501
Pune,Magarpatta,Studio,665,1,1,2018,6,8,5818525
Bangalore,HSR Layout,Independent House,1612,3,2,2015,9,0,15246711
Delhi,Lajpat Nagar,Apartment,2433,2,2,2019,5,5,31954044
Bangalore,Marathahalli,Apartment,974,2,1,2014,10,3,8816101
Chennai,Koyambedu,Penthouse,2526,3,3,2018,6,0,23658217
Mumbai,Worli,Villa,2987,5,5,2017,7,7,137086693
Mumbai,Worli,Independent House,1488,3,3,2014,10,5,52313307
Bangalore,Whitefield,Builder Floor,1723,4,4,2023,1,5,14040853
Chennai,Anna Nagar,Independent House,2158,4,3,2019,5,1,15911550
Mumbai,Lower Parel,Builder Floor,1592,3,3,2017,7,6,49691652
Delhi,Saket,Studio,558,1,1,2021,3,7,6634834
Mumbai,Lower Parel,Apartment,913,3,2,2012,12,4,24371884
Hyderabad,Hitech City,Villa,3741,3,2,2013,11,4,33545504
Delhi,Greater Kailash,Penthouse,2090,2,1,2013,11,5,26093535
Chennai,Porur,Apartment,1673,2,2,2015,9,3,15362491
Chennai,Porur,Penthouse,1611,3,3,2014,10,6,14688272
Chennai,OMR,Studio,747,1,1,2020,4,2,6802969
Delhi,Dwarka,Penthouse,2418,4,3,2017,7,5,25435196
Pune,Kothrud,Villa,3323,3,2,2010,14,8,34958516
Chennai,Velachery,Villa,4604,2,1,2015,9,3,52332594
Pune,Hinjewadi,Builder Floor,1908,2,2,2020,4,0,13978647
Delhi,Lajpat Nagar,Villa,4742,3,3,2010,14,0,69773424
Pune,Magarpatta,Apartment,1231,3,3,2022,2,2,12107748
Delhi,Vasant Kunj,Independent House,2229,4,3,2013,11,2,27520954
Bangalore,Indiranagar,Builder Floor,1611,2,1,2015,9,8,16693065
Chennai,Anna Nagar,Penthouse,1304,3,2,2017,7,4,10230550
Hyderabad,Jubilee Hills,Villa,3550,3,2,2018,6,8,36982274
Pune,Kothrud,Independent House,1856,3,3,2016,8,0,14969967
Delhi,Saket,Penthouse,2423,3,2,2011,13,5,27117874
Hyderabad,Jubilee Hills,Apartment,1390,3,2,2010,14,0,10249035
Delhi,Rohini,Villa,2541,5,5,2015,9,5,36447114
Bangalore,Whitefield,Villa,3693,3,2,2011,13,1,39649057
Hyderabad,Gachibowli,Apartment,939,3,2,2012,12,0,6225592
Chennai,Adyar,Independent House,2786,4,3,2022,2,0,20181433
Pune,Baner,Apartment,2480,4,4,2023,1,8,19967647
